"","GAME_PLAYED","WIN_RATE","ON_FIRE","ELIS","OBJ_KILLS","OBJ_TIME","DAMAGE","DEATH","SOLO_KILLS","FINAL_BLOWS","BLOCKED","CHARGE","ULT","FIRE","ED","VOTING_CARDS","MEDALS","GOLD","SILVER","BRONZE","PLAYER_ID","WIN","LOSS"
"488",11,0.5455,"13.2%","23.00 ","6.73 ","02:37 ","15,881 ","9.64 ","0.27 ","47% ","25,008 ","3.18 ","4.91 ","9.36 ",2.39,"0.27 ",3.09,"0.91 ","1.36 ","0.82 ","Decod-2801",6,5
"489",5,0.6,"9.2%","18.60 ","7.00 ","01:15 ","11,575 ","7.80 ","0.40 ","47% ","12,672 ","3.00 ","4.00 ","4.20 ",2.38,"0.20 ",2.6,"1.00 ","1.00 ","0.40 ","Decod-2801",3,2
"490",2,0,"4.4%","11.50 ","6.50 ","02:14 ","13,266 ","14.00 ","0.00 ","43% ","17,710 ","1.00 ","2.00 ","4.00 ",0.82,"1.00 ",3.5,"2.00 ","1.00 ","1.00 ","Decod-2801",0,2
"491",6,0.8333,"29.9%","29.67 ","11.00 ","01:49 ","17,038 ","7.33 ","0.17 ","43% ","18,880 ","2.17 ","8.83 ","12.00 ",4.05,"0.83 ",3.33,"2.17 ","1.00 ","0.17 ","Decod-2801",5,1
"492",6,0.5,"22.7%","25.50 ","7.50 ","01:51 ","15,630 ","9.50 ","1.00 ","44% ","18,748 ","2.50 ","5.83 ","12.50 ",2.68,"0.50 ",3.67,"1.33 ","1.33 ","1.00 ","Decod-2801",3,3
"493",7,0.5714,"9.0%","18.71 ","8.57 ","01:54 ","11,895 ","8.57 ","0.57 ","48% ","21,176 ","2.29 ","4.29 ","7.00 ",2.18,"0.00 ",2.86,"1.57 ","0.71 ","0.71 ","Midna-21479",4,3
"494",7,0.5714,"22.7%","23.71 ","10.29 ","02:07 ","13,790 ","8.71 ","0.00 ","42% ","21,377 ","2.71 ","5.29 ","10.71 ",2.72,"0.29 ",2.71,"0.71 ","1.14 ","0.71 ","Midna-21479",4,3
"495",3,1,"19.9%","33.33 ","9.67 ","02:45 ","19,103 ","7.33 ","0.33 ","46% ","22,691 ","4.67 ","6.67 ","13.67 ",4.55,"0.33 ",3.67,"1.67 ","0.33 ","1.67 ","Midna-21479",3,0
"496",6,0.5,"5.3%","24.33 ","9.83 ","03:02 ","13,944 ","8.17 ","0.00 ","32% ","21,875 ","1.83 ","3.50 ","7.67 ",2.98,"0.33 ",2.83,"1.33 ","0.83 ","0.67 ","Midna-21479",3,3
"497",9,0.6667,"16.4%","21.22 ","10.00 ","02:26 ","14,275 ","8.89 ","0.22 ","39% ","19,446 ","2.11 ","4.56 ","8.33 ",2.39,"0.22 ",2.67,"1.11 ","1.00 ","0.56 ","Midna-21479",6,3
"498",3,1,"10.4%","32.33 ","12.00 ","03:18 ","15,521 ","6.33 ","0.00 ","42% ","21,700 ","3.67 ","4.00 ","12.33 ",5.11,"0.00 ",3,"1.00 ","0.67 ","1.33 ","Midna-21479",3,0
"499",3,0.3333,"7.3%","18.67 ","6.33 ","02:29 ","12,379 ","11.33 ","0.00 ","48% ","26,400 ","1.67 ","2.67 ","8.00 ",1.65,"0.33 ",3,"1.00 ","0.33 ","1.33 ","Teemo-22841",1,2
"500",1,0,"2.9%","13.00 ","9.00 ","02:36 ","7,485 ","8.00 ","0.00 ","54% ","13,274 ","1.00 ","0.00 ","4.00 ",1.62,"1.00 ",2,"1.00 ","1.00 ","0.00 ","Teemo-22841",0,1
"501",21,0.5714,"10.9%","25.67 ","9.81 ","02:31 ","15,215 ","9.24 ","0.33 ","43% ","23,496 ","3.38 ","4.10 ","10.10 ",2.78,"0.43 ",2.81,"1.00 ","0.76 ","1.05 ","Teemo-22841",12,9
"502",4,0.75,"12.6%","15.25 ","5.00 ","01:03 ","9,858 ","3.75 ","0.25 ","49% ","13,036 ","1.00 ","3.00 ","6.00 ",4.07,"0.00 ",2.5,"1.00 ","0.50 ","1.00 ","Teemo-22841",3,1
"503",1,1,"4.6%","11.00 ","4.00 ","00:40 ","11,195 ","5.00 ","0.00 ","36% ","8,791 ","0.00 ","1.00 ","2.00 ",2.2,"1.00 ",1,"0.00 ","1.00 ","0.00 ","Teemo-22841",1,0
"504",7,0.5714,"8.1%","26.29 ","11.14 ","02:03 ","14,209 ","10.86 ","0.14 ","40% ","20,909 ","2.29 ","5.29 ","9.14 ",2.42,"0.29 ",2.43,"1.29 ","0.57 ","0.71 ","Teemo-22841",4,3
"505",3,0.3333,"9.0%","19.33 ","8.00 ","02:35 ","17,199 ","10.67 ","0.33 ","47% ","22,137 ","1.33 ","3.33 ","7.33 ",1.81,"0.00 ",3.67,"2.00 ","0.67 ","1.00 ","lhcloudy-2273",1,2
"506",1,1,"0.0%","8.00 ","6.00 ","01:07 ","6,654 ","3.00 ","0.00 ","38% ","7,885 ","0.00 ","0.00 ","4.00 ",2.67,"0.00 ",2,"0.00 ","1.00 ","1.00 ","lhcloudy-2273",1,0
"507",2,1,"16.5%","34.50 ","13.00 ","03:17 ","23,596 ","7.00 ","0.50 ","45% ","22,164 ","3.00 ","3.50 ","17.50 ",4.93,"0.00 ",3,"0.50 ","1.00 ","1.00 ","lhcloudy-2273",2,0
"508",1,1,"4.5%","36.00 ","10.00 ","02:12 ","22,245 ","11.00 ","1.00 ","42% ","22,061 ","3.00 ","11.00 ","9.00 ",3.27,"0.00 ",5,"2.00 ","2.00 ","0.00 ","lhcloudy-2273",1,0
"509",1,0,"7.6%","22.00 ","10.00 ","02:57 ","12,500 ","12.00 ","2.00 ","68% ","14,354 ","3.00 ","4.00 ","6.00 ",1.83,"0.00 ",3,"1.00 ","2.00 ","2.00 ","lhcloudy-2273",0,1
"510",2,0.5,"8.9%","21.00 ","8.00 ","02:10 ","16,660 ","10.00 ","0.00 ","48% ","23,222 ","4.50 ","6.50 ","6.50 ",2.1,"0.00 ",3,"0.00 ","1.50 ","1.50 ","lhcloudy-2273",1,1
"511",1,1,"0.0%","18.00 ","4.00 ","00:37 ","7,571 ","5.00 ","0.00 ","44% ","16,540 ","1.00 ","2.00 ","6.00 ",3.6,"0.00 ",0,"0.00 ","0.00 ","0.00 ","STG-21930",1,0
"512",6,1,"8.9%","25.67 ","10.00 ","04:17 ","16,561 ","9.33 ","0.17 ","50% ","26,276 ","3.83 ","4.00 ","10.17 ",2.75,"0.67 ",2.67,"0.83 ","0.33 ","1.50 ","STG-21930",6,0
"513",5,0.6,"5.8%","18.60 ","7.80 ","02:05 ","13,398 ","9.20 ","0.40 ","41% ","19,132 ","1.60 ","2.80 ","7.40 ",2.02,"0.40 ",2.8,"0.80 ","0.80 ","1.20 ","STG-21930",3,2
"514",19,0.5789,"12.5%","23.53 ","8.63 ","02:33 ","13,133 ","8.95 ","1.32 ","51% ","20,290 ","3.32 ","4.68 ","8.16 ",2.63,"0.53 ",3.11,"1.00 ","0.95 ","1.16 ","STG-21930",11,8
"515",7,0,"11.1%","18.29 ","7.43 ","01:55 ","14,911 ","12.86 ","0.29 ","38% ","17,604 ","2.00 ","4.00 ","7.00 ",1.42,"0.00 ",2.43,"0.57 ","1.57 ","0.29 ","STG-21930",0,7
"516",18,0.6111,"11.3%","21.44 ","9.39 ","02:38 ","13,638 ","10.11 ","0.83 ","49% ","16,931 ","2.67 ","3.50 ","6.67 ",2.12,"0.33 ",2.83,"1.22 ","0.78 ","0.89 ","STG-21930",11,7
"517",3,0.6667,"18.2%","25.67 ","9.33 ","02:11 ","13,444 ","6.67 ","0.67 ","40% ","15,988 ","2.33 ","7.67 ","10.00 ",3.85,"0.67 ",3.67,"2.00 ","1.33 ","0.67 ","KroxZ-21878",2,1
"518",5,0.6,"15.4%","28.40 ","13.80 ","02:34 ","16,395 ","9.80 ","0.40 ","43% ","22,637 ","3.20 ","6.80 ","11.40 ",2.9,"0.40 ",3.2,"2.00 ","0.80 ","0.20 ","KroxZ-21878",3,2
"519",5,1,"23.1%","38.40 ","14.20 ","02:50 ","22,592 ","10.00 ","0.60 ","46% ","21,042 ","4.80 ","10.20 ","13.80 ",3.84,"0.80 ",4.2,"1.40 ","2.00 ","0.80 ","KroxZ-21878",5,0
"520",5,0.6,"22.4%","26.20 ","7.40 ","01:40 ","13,618 ","7.80 ","0.60 ","47% ","14,466 ","3.80 ","6.40 ","10.80 ",3.36,"0.60 ",3.4,"1.40 ","1.20 ","1.00 ","KroxZ-21878",3,2
"521",1,1,"9.7%","40.00 ","8.00 ","07:23 ","31,359 ","15.00 ","1.00 ","62% ","42,105 ","9.00 ","9.00 ","16.00 ",2.67,"1.00 ",5,"3.00 ","1.00 ","1.00 ","KroxZ-21878",1,0
"522",8,0.75,"19.4%","25.38 ","7.50 ","01:32 ","14,002 ","5.62 ","0.62 ","45% ","11,334 ","3.88 ","5.50 ","10.25 ",4.51,"0.38 ",3,"1.00 ","1.25 ","0.75 ","KroxZ-21878",6,2
"523",1,1,"2.3%","19.00 ","3.00 ","00:59 ","8,079 ","6.00 ","0.00 ","37% ","10,862 ","3.00 ","1.00 ","6.00 ",3.17,"0.00 ",4,"1.00 ","0.00 ","3.00 ","SZNS-1626",1,0
"524",21,0.6667,"10.0%","23.10 ","9.95 ","02:26 ","15,922 ","7.67 ","0.24 ","45% ","21,570 ","2.10 ","4.43 ","10.52 ",3.01,"0.43 ",3.33,"1.62 ","0.76 ","0.95 ","SZNS-1626",14,7
"525",1,1,"0.0%","9.00 ","4.00 ","00:49 ","9,539 ","5.00 ","0.00 ","33% ","16,257 ","1.00 ","2.00 ","4.00 ",1.8,"0.00 ",3,"1.00 ","2.00 ","0.00 ","SZNS-1626",1,0
"526",36,0.5556,"14.7%","24.11 ","10.58 ","02:16 ","15,568 ","8.86 ","0.22 ","40% ","21,274 ","2.11 ","6.06 ","9.47 ",2.72,"0.44 ",2.89,"1.06 ","1.03 ","0.81 ","SZNS-1626",20,16
"527",5,0.5,"12.7%","24.60 ","12.20 ","02:08 ","15,447 ","8.60 ","0.60 ","37% ","26,149 ","1.20 ","4.80 ","11.60 ",2.86,"0.80 ",2.4,"1.20 ","0.40 ","0.60 ","SZNS-1626",2,3
"528",1,1,"14.6%","26.00 ","12.00 ","01:51 ","10,857 ","3.00 ","0.00 ","46% ","12,360 ","3.00 ","2.00 ","5.00 ",8.67,"0.00 ",4,"2.00 ","1.00 ","1.00 ","SZNS-1626",1,0
"529",1,0,"18.6%","17.00 ","12.00 ","04:33 ","17,685 ","13.00 ","0.00 ","47% ","18,768 ","1.00 ","3.00 ","7.00 ",1.31,"1.00 ",3,"3.00 ","0.00 ","0.00 ","Cameron-21184",0,1
"530",2,0.5,"13.8%","35.50 ","16.00 ","03:40 ","21,924 ","13.50 ","0.00 ","39% ","35,952 ","4.50 ","8.50 ","13.00 ",2.63,"1.00 ",4,"1.50 ","1.00 ","1.50 ","Cameron-21184",1,1
"531",1,1,"0.4%","30.00 ","10.00 ","03:38 ","17,597 ","8.00 ","1.00 ","47% ","21,486 ","2.00 ","4.00 ","10.00 ",3.75,"1.00 ",4,"1.00 ","3.00 ","0.00 ","Cameron-21184",1,0
"532",3,1,"8.7%","23.67 ","6.67 ","01:45 ","12,886 ","6.00 ","0.33 ","51% ","17,423 ","2.00 ","4.00 ","10.33 ",3.94,"0.33 ",3.33,"1.00 ","1.67 ","0.67 ","Cameron-21184",3,0
"533",2,1,"9.5%","42.00 ","18.50 ","02:44 ","22,162 ","6.50 ","0.00 ","37% ","23,216 ","4.50 ","5.50 ","15.50 ",6.46,"0.50 ",4.5,"2.50 ","1.50 ","0.50 ","Cameron-21184",2,0
"534",7,0.8571,"22.2%","29.43 ","12.14 ","03:10 ","16,445 ","9.00 ","0.14 ","42% ","17,274 ","2.71 ","6.29 ","12.14 ",3.27,"0.43 ",3.43,"2.14 ","0.71 ","0.57 ","Cameron-21184",6,1
"535",10,0.7,"22.0%","29.10 ","10.30 ","01:56 ","16,339 ","8.50 ","0.40 ","45% ","18,530 ","2.90 ","5.40 ","11.30 ",3.42,"0.20 ",3.9,"1.40 ","1.70 ","0.80 ","Cameron-21184",7,3
"536",10,0.6,"23.6%","28.50 ","14.30 ","03:28 ","17,821 ","10.10 ","0.00 ","42% ","23,638 ","3.30 ","7.60 ","10.20 ",2.82,"0.50 ",3,"1.20 ","1.00 ","0.70 ","xQc",6,4
"537",5,0.6,"16.0%","21.20 ","7.80 ","02:50 ","13,384 ","11.00 ","0.00 ","45% ","19,492 ","3.60 ","3.80 ","8.80 ",1.93,"0.20 ",2.6,"1.00 ","0.60 ","1.00 ","xQc",3,2
"538",6,0.6667,"7.8%","18.33 ","7.67 ","02:22 ","11,930 ","7.50 ","0.33 ","34% ","22,290 ","1.17 ","4.33 ","7.67 ",2.44,"0.67 ",2.5,"1.00 ","0.67 ","0.83 ","xQc",4,2
"539",6,0.6667,"17.7%","23.67 ","8.33 ","02:14 ","12,341 ","7.00 ","0.33 ","50% ","18,310 ","4.17 ","6.00 ","7.33 ",3.38,"0.67 ",2.83,"1.17 ","1.00 ","0.67 ","xQc",4,2
"540",8,0.4286,"11.4%","27.00 ","10.25 ","03:12 ","15,035 ","13.00 ","0.88 ","48% ","25,032 ","3.88 ","5.12 ","9.50 ",2.08,"0.75 ",3.12,"0.75 ","1.12 ","1.25 ","xQc",3,5
"541",10,0.5,"7.0%","19.00 ","7.10 ","02:11 ","11,303 ","8.30 ","0.70 ","48% ","17,984 ","2.60 ","3.40 ","7.50 ",2.29,"0.40 ",2.6,"0.80 ","1.00 ","0.80 ","xQc",5,5
"542",14,0.7143,"7.6%","23.86 ","10.50 ","02:20 ","14,887 ","9.21 ","0.86 ","49% ","18,852 ","3.29 ","4.14 ","8.86 ",2.59,"0.71 ",3.14,"1.43 ","0.79 ","0.93 ","Hades-25759",10,4
"543",8,0.375,"10.9%","22.00 ","9.38 ","01:54 ","13,649 ","10.38 ","0.88 ","47% ","18,531 ","2.25 ","4.12 ","6.12 ",2.12,"0.75 ",3.88,"1.00 ","1.75 ","1.12 ","Hades-25759",3,5
"544",10,0.9,"24.0%","28.20 ","9.80 ","01:51 ","14,258 ","7.70 ","1.10 ","51% ","13,987 ","3.70 ","6.90 ","10.60 ",3.66,"0.50 ",3.2,"1.20 ","0.80 ","1.20 ","Hades-25759",9,1
"545",5,0.6,"15.6%","26.00 ","7.00 ","01:29 ","15,566 ","8.20 ","0.80 ","58% ","16,393 ","3.20 ","5.20 ","9.00 ",3.17,"0.60 ",3.2,"1.40 ","1.00 ","0.80 ","Hades-25759",3,2
"546",4,0.25,"2.2%","15.00 ","4.25 ","01:16 ","11,656 ","9.50 ","0.25 ","53% ","17,540 ","2.25 ","3.00 ","5.00 ",1.58,"0.50 ",2.5,"1.25 ","1.00 ","0.25 ","Hades-25759",1,3
"547",8,0.875,"8.6%","24.75 ","8.00 ","02:34 ","13,992 ","9.00 ","1.38 ","51% ","21,688 ","3.25 ","4.38 ","8.88 ",2.75,"0.75 ",3,"1.00 ","0.88 ","1.12 ","Hades-25759",7,1
