"","GAME_PLAYED","WIN_RATE","ON_FIRE","ELIS","OBJ_KILLS","OBJ_TIME","DAMAGE","HEALING","DEATH","WEAPON_ACC","SCOPED_ACC","ENMY_SLEPT","OFF_ASSISTS","DEF_ASSISTS","BOOST_ASSISTS","ED","VOTING_CARDS","MEDALS","GOLD","SILVER","BRONZE","PLAYER_ID","WIN","LOSS"
"1",4,0.5714,"13.9%","12.00 ","3.14 ","00:47 ","4,132 ","9,538 ","4.86 ","27% ","66% ","4.29 ","9.86 ","14.00 ","3.71 ",2.47,"0.43 ",1.14,"0.57 ","0.43 ","0.14 ","Wman-2447",2,2
"2",2,1,"24.1%","21.33 ","7.33 ","02:00 ","6,802 ","17,887 ","7.67 ","27% ","66% ","10.67 ","21.00 ","26.67 ","8.00 ",2.78,"1.00 ",2.33,"1.00 ","0.67 ","0.67 ","Wman-2447",2,0
"3",1,0,"6.8%","16.00 ","5.00 ","00:20 ","6,865 ","12,344 ","9.00 ","27% ","66% ","8.00 ","14.00 ","13.00 ","5.00 ",1.78,"0.00 ",1,"1.00 ","0.00 ","0.00 ","Wman-2447",0,1
"4",3,0.4,"6.1%","13.00 ","3.20 ","00:19 ","4,871 ","10,039 ","5.80 ","27% ","66% ","4.60 ","9.00 ","16.40 ","4.00 ",2.24,"0.20 ",1.4,"0.80 ","0.20 ","0.40 ","Wman-2447",1,2
"5",5,0.3333,"8.9%","9.56 ","3.33 ","00:45 ","3,832 ","10,397 ","5.78 ","27% ","66% ","4.56 ","9.22 ","9.67 ","3.89 ",1.65,"0.67 ",1.67,"1.00 ","0.00 ","0.67 ","Wman-2447",2,3
"6",3,0.8,"19.1%","16.40 ","5.40 ","00:59 ","5,637 ","10,831 ","5.20 ","27% ","66% ","5.20 ","13.00 ","12.60 ","4.40 ",3.15,"0.40 ",1.2,"0.60 ","0.20 ","0.20 ","Wman-2447",2,1
"7",2,0.3333,"3.9%","6.67 ","1.67 ","00:11 ","2,303 ","5,813 ","7.33 ","25% ","65% ","2.33 ","6.33 ","7.00 ","3.33 ",0.91,"0.33 ",1.67,"1.00 ","1.00 ","0.00 ","Thespian-11583",1,1
"8",6,0,"5.4%","7.00 ","1.50 ","00:05 ","2,324 ","9,524 ","6.50 ","25% ","65% ","3.50 ","8.00 ","6.00 ","3.00 ",1.08,"0.50 ",2,"0.50 ","1.50 ","0.00 ","Thespian-11583",0,6
"9",7,1,"9.0%","15.25 ","6.00 ","00:44 ","6,569 ","14,625 ","7.00 ","25% ","65% ","6.00 ","13.50 ","17.75 ","4.50 ",2.18,"0.75 ",2,"1.50 ","0.00 ","0.50 ","Thespian-11583",7,0
"10",8,0.3333,"17.7%","12.67 ","4.83 ","00:38 ","4,923 ","14,289 ","7.50 ","24% ","65% ","7.17 ","11.33 ","13.17 ","5.00 ",1.69,"0.67 ",1.33,"1.00 ","0.17 ","0.17 ","Thespian-11583",3,5
"11",8,0.6667,"12.2%","14.17 ","4.17 ","00:52 ","4,630 ","12,731 ","5.83 ","25% ","65% ","6.00 ","15.67 ","18.17 ","7.17 ",2.43,"0.67 ",1.5,"1.00 ","0.00 ","0.17 ","Thespian-11583",5,3
"12",4,0.4286,"11.0%","14.71 ","5.14 ","00:40 ","4,325 ","11,387 ","8.29 ","25% ","65% ","4.43 ","11.29 ","17.00 ","4.00 ",1.78,"0.71 ",1.57,"1.00 ","0.29 ","0.29 ","Thespian-11583",2,2
"13",7,0.5,"18.1%","11.25 ","5.25 ","00:20 ","3,952 ","8,560 ","4.50 ","21% ","61% ","5.25 ","6.50 ","15.00 ","1.50 ",2.5,"0.75 ",1,"1.00 ","0.00 ","0.00 ","concon-21470",4,3
"14",7,0.75,"12.8%","14.50 ","5.75 ","00:45 ","4,345 ","9,840 ","8.75 ","21% ","61% ","5.00 ","11.75 ","17.00 ","4.25 ",1.66,"0.25 ",1.75,"0.75 ","0.00 ","0.75 ","concon-21470",5,2
"15",2,0.3333,"6.1%","14.00 ","4.67 ","00:43 ","5,348 ","10,156 ","10.33 ","21% ","61% ","6.67 ","15.00 ","13.67 ","4.33 ",1.35,"0.33 ",1,"0.33 ","0.67 ","0.33 ","concon-21470",1,1
"16",7,0.75,"14.3%","14.00 ","3.25 ","00:29 ","4,526 ","14,110 ","8.75 ","21% ","61% ","7.25 ","15.50 ","18.25 ","7.00 ",1.6,"0.75 ",1.75,"1.25 ","0.50 ","0.00 ","concon-21470",5,2
"17",8,0.3333,"17.7%","12.83 ","4.50 ","00:41 ","4,989 ","12,954 ","9.83 ","21% ","61% ","7.33 ","12.33 ","18.17 ","4.50 ",1.31,"0.33 ",1.33,"0.50 ","0.50 ","0.33 ","concon-21470",3,5
"18",9,0.5455,"10.5%","11.00 ","3.18 ","00:53 ","4,247 ","11,209 ","8.36 ","21% ","60% ","6.64 ","10.27 ","16.45 ","4.09 ",1.32,"0.55 ",1.45,"0.91 ","0.27 ","0.36 ","concon-21470",5,4
"19",3,0.8,"5.6%","8.20 ","3.20 ","00:50 ","4,023 ","8,778 ","7.00 ","21% ","66% ","5.00 ","9.60 ","15.00 ","3.20 ",1.17,"0.40 ",1.6,"0.60 ","0.80 ","0.20 ","Fluffy-12527",2,1
"20",7,0.6667,"1.8%","14.25 ","7.50 ","01:51 ","6,188 ","18,426 ","12.25 ","21% ","66% ","8.00 ","17.75 ","23.50 ","4.50 ",1.16,"1.00 ",1.5,"1.00 ","0.25 ","0.25 ","Fluffy-12527",5,2
"21",2,0.3333,"14.2%","9.67 ","4.67 ","01:37 ","3,838 ","12,173 ","7.33 ","21% ","66% ","6.00 ","11.67 ","15.00 ","6.33 ",1.32,"0.33 ",1.67,"1.33 ","0.33 ","0.00 ","Fluffy-12527",1,1
"22",6,0.5,"5.5%","4.50 ","0.00 ","00:30 ","2,654 ","7,308 ","5.00 ","21% ","66% ","5.50 ","4.50 ","5.00 ","1.00 ",0.9,"0.50 ",1.5,"0.50 ","0.00 ","0.50 ","Fluffy-12527",3,3
"23",2,0.6667,"18.1%","13.00 ","6.67 ","01:16 ","4,146 ","15,701 ","10.33 ","21% ","66% ","10.00 ","14.33 ","20.67 ","5.00 ",1.26,"0.33 ",1,"1.00 ","0.33 ","0.00 ","Fluffy-12527",1,1
"24",6,0.5,"10.5%","5.50 ","3.50 ","02:32 ","4,074 ","13,506 ","8.00 ","22% ","66% ","6.00 ","7.50 ","18.00 ","4.50 ",0.69,"0.00 ",2,"1.00 ","1.00 ","0.00 ","Fluffy-12527",3,3
"25",1,0,"0.0%","16.00 ","6.00 ","03:10 ","4,243 ","14,733 ","12.00 ","22% ","66% ","10.00 ","17.00 ","26.00 ","4.00 ",1.33,"0.00 ",2,"1.00 ","1.00 ","0.00 ","Fluffy-12527",0,1
"26",3,0.6,"3.2%","10.60 ","3.60 ","00:49 ","3,536 ","9,432 ","6.40 ","22% ","66% ","5.20 ","8.20 ","12.40 ","3.40 ",1.66,"0.40 ",1.2,"0.60 ","0.60 ","0.00 ","Fluffy-12527",2,1
"27",1,1,"15.2%","6.00 ","4.00 ","00:06 ","2,610 ","8,925 ","6.00 ","13% ","61% ","6.00 ","15.00 ","10.00 ","9.00 ",1,"0.00 ",2,"0.00 ","0.00 ","1.00 ","MeeemYO-2855",1,0
"28",7,0.75,"4.1%","9.50 ","2.75 ","01:06 ","3,033 ","16,127 ","7.50 ","13% ","61% ","6.50 ","13.50 ","21.75 ","6.00 ",1.27,"1.25 ",1.25,"1.25 ","0.00 ","0.00 ","MeeemYO-2855",5,2
"29",1,1,"0.2%","12.00 ","6.00 ","01:21 ","3,612 ","12,950 ","9.00 ","13% ","60% ","6.00 ","12.00 ","11.00 ","3.00 ",1.33,"0.00 ",2,"1.00 ","0.00 ","1.00 ","MeeemYO-2855",1,0
"30",1,0,"0.0%","2.00 ","1.00 ","00:08 ","974 ","3,627 ","3.00 ","13% ","60% ","2.00 ","1.00 ","5.00 ","0.00 ",0.67,"0.00 ",1,"0.00 ","1.00 ","0.00 ","MeeemYO-2855",0,1
"31",1,0,"35.3%","27.00 ","13.00 ","03:02 ","6,336 ","19,487 ","10.00 ","13% ","60% ","10.00 ","23.00 ","39.00 ","10.00 ",2.7,"0.00 ",3,"2.00 ","1.00 ","0.00 ","MeeemYO-2855",0,1
"32",3,1,"12.1%","10.20 ","3.20 ","01:06 ","2,651 ","10,786 ","5.20 ","13% ","60% ","5.20 ","13.20 ","19.20 ","5.20 ",1.96,"0.80 ",1.2,"0.80 ","0.20 ","0.20 ","MeeemYO-2855",3,0
"33",11,0.6857,"6.7%","12.53 ","4.99 ","00:57 ","3,564 ","11,497 ","6.93 ","20% ","64% ","6.26 ","12.11 ","15.97 ","4.51 ",1.81,"0.49 ",1.52,"0.90 ","0.26 ","0.34 ","Agoostis-1124",8,3
"34",10,0.125,"13.4%","10.94 ","3.56 ","00:34 ","3,958 ","10,906 ","7.75 ","21% ","63% ","5.62 ","11.50 ","13.44 ","4.06 ",1.41,"0.44 ",1.44,"0.75 ","0.25 ","0.38 ","Agoostis-1124",1,9
"35",1,1,"0.0%","11.00 ","2.00 ","01:05 ","6,142 ","19,653 ","9.00 ","29% ","62% ","6.00 ","13.00 ","23.00 ","5.00 ",1.22,"1.00 ",1,"1.00 ","0.00 ","0.00 ","GCGG-1765",1,0
"36",6,0,"8.5%","14.50 ","3.50 ","01:12 ","8,524 ","16,206 ","10.50 ","29% ","62% ","8.50 ","11.50 ","18.50 ","2.50 ",1.38,"1.00 ",1,"1.00 ","0.00 ","0.00 ","GCGG-1765",0,6
"37",3,0.8,"12.2%","15.20 ","4.20 ","00:49 ","5,462 ","9,334 ","5.00 ","29% ","62% ","7.00 ","13.60 ","14.00 ","5.80 ",3.04,"0.40 ",1.2,"0.80 ","0.20 ","0.20 ","GCGG-1765",2,1
"38",6,0.5,"20.1%","14.50 ","1.50 ","00:30 ","7,916 ","17,113 ","8.50 ","29% ","63% ","12.00 ","19.00 ","22.50 ","6.50 ",1.71,"1.00 ",2,"1.50 ","0.00 ","0.50 ","GCGG-1765",3,3
"39",6,1,"11.4%","18.50 ","5.50 ","00:33 ","7,668 ","9,636 ","7.50 ","29% ","63% ","10.50 ","17.00 ","21.00 ","5.50 ",2.47,"0.50 ",1,"0.50 ","0.50 ","0.00 ","GCGG-1765",6,0
"40",3,0.8,"9.3%","11.80 ","4.60 ","01:03 ","6,315 ","11,698 ","6.40 ","29% ","63% ","8.00 ","12.60 ","17.40 ","4.40 ",1.84,"0.60 ",1,"1.00 ","0.00 ","0.00 ","GCGG-1765",2,1
"41",3,0.8,"12.8%","13.00 ","4.80 ","00:46 ","4,547 ","9,861 ","6.80 ","22% ","63% ","5.80 ","12.60 ","17.20 ","3.60 ",1.91,"0.60 ",1.2,"0.80 ","0.20 ","0.20 ","UltraViolet-11810",2,1
"42",1,0,"9.3%","15.00 ","6.00 ","00:39 ","5,761 ","12,888 ","11.00 ","22% ","63% ","10.00 ","16.00 ","15.00 ","10.00 ",1.36,"0.00 ",4,"2.00 ","2.00 ","1.00 ","UltraViolet-11810",0,1
"43",7,0.5,"23.7%","12.00 ","4.25 ","00:39 ","3,713 ","9,033 ","4.50 ","22% ","63% ","7.50 ","15.00 ","11.25 ","6.25 ",2.67,"0.75 ",1.5,"1.00 ","0.00 ","0.50 ","UltraViolet-11810",4,3
"44",4,0.7143,"19.9%","14.14 ","7.57 ","01:11 ","4,818 ","9,553 ","5.29 ","22% ","63% ","6.71 ","12.43 ","14.29 ","4.57 ",2.68,"0.43 ",1.43,"0.86 ","0.14 ","0.29 ","UltraViolet-11810",3,1
"45",1,1,"18.0%","32.00 ","15.00 ","02:07 ","12,330 ","33,162 ","14.00 ","22% ","63% ","20.00 ","25.00 ","47.00 ","5.00 ",2.29,"2.00 ",3,"2.00 ","1.00 ","0.00 ","UltraViolet-11810",1,0
"46",5,0.3333,"26.1%","14.78 ","5.89 ","01:16 ","5,328 ","11,064 ","7.44 ","22% ","63% ","10.22 ","16.33 ","20.00 ","4.89 ",1.99,"0.44 ",1.11,"0.89 ","0.00 ","0.22 ","UltraViolet-11810",2,3
"47",3,0.6,"15.9%","15.40 ","4.40 ","00:13 ","5,681 ","12,441 ","6.00 ","26% ","66% ","7.80 ","15.00 ","17.00 ","5.20 ",2.57,"0.40 ",2,"1.00 ","0.20 ","0.80 ","Fahzix",2,1
"48",1,1,"51.8%","20.00 ","4.00 ","01:02 ","6,386 ","12,339 ","8.00 ","27% ","66% ","7.00 ","20.00 ","22.00 ","5.00 ",2.5,"1.00 ",2,"1.00 ","0.00 ","1.00 ","Fahzix",1,0
"49",1,0,"38.3%","19.00 ","5.00 ","01:09 ","10,047 ","17,728 ","11.00 ","27% ","65% ","18.00 ","23.00 ","26.00 ","8.00 ",1.73,"1.00 ",1,"1.00 ","0.00 ","0.00 ","Fahzix",0,1
"50",4,0.4286,"17.8%","11.71 ","4.29 ","00:26 ","4,618 ","11,254 ","5.43 ","26% ","65% ","7.14 ","13.00 ","16.29 ","3.71 ",2.16,"0.71 ",1.14,"0.86 ","0.00 ","0.29 ","Fahzix",2,2
"51",12,0.5,"20.3%","15.20 ","4.50 ","00:27 ","5,022 ","11,644 ","6.10 ","27% ","66% ","7.10 ","14.50 ","16.00 ","5.40 ",2.49,"0.80 ",1.1,"0.80 ","0.10 ","0.10 ","Fahzix",6,6
"52",3,0.4,"13.5%","11.80 ","5.20 ","01:01 ","4,400 ","10,914 ","6.00 ","19% ","66% ","7.20 ","11.20 ","12.80 ","3.40 ",1.97,"0.00 ",1.6,"0.80 ","0.40 ","0.60 ","Mozser-1605",1,2
"53",8,0.5,"22.5%","16.00 ","6.00 ","01:17 ","5,271 ","11,556 ","6.17 ","18% ","65% ","9.00 ","18.17 ","22.83 ","8.17 ",2.59,"0.50 ",1.5,"0.67 ","0.33 ","0.33 ","Mozser-1605",4,4
"54",1,1,"0.7%","7.00 ","4.00 ","00:00 ","2,004 ","6,137 ","6.00 ","18% ","65% ","1.00 ","8.00 ","7.00 ","3.00 ",1.17,"1.00 ",1,"1.00 ","1.00 ","0.00 ","Mozser-1605",1,0
"55",13,0.75,"7.9%","11.50 ","5.12 ","01:03 ","3,324 ","11,978 ","5.12 ","18% ","65% ","4.75 ","11.25 ","15.88 ","5.62 ",2.24,"0.75 ",1.12,"1.12 ","0.00 ","0.00 ","Mozser-1605",10,3
"56",2,0.3333,"18.8%","11.67 ","5.67 ","01:47 ","3,497 ","16,154 ","9.33 ","18% ","65% ","5.00 ","13.00 ","20.67 ","6.00 ",1.25,"0.67 ",1.33,"1.00 ","0.33 ","0.33 ","Mozser-1605",1,1
"57",7,0.5,"23.7%","16.00 ","4.75 ","01:31 ","5,912 ","12,909 ","7.00 ","26% ","63% ","10.25 ","18.75 ","19.25 ","5.00 ",2.29,"0.75 ",1.5,"1.25 ","0.00 ","0.00 ","hakkee-2443",4,3
"58",1,1,"25.1%","15.00 ","3.00 ","00:20 ","7,710 ","14,984 ","10.00 ","26% ","63% ","11.00 ","19.00 ","21.00 ","5.00 ",1.5,"1.00 ",0,"0.00 ","0.00 ","0.00 ","hakkee-2443",1,0
"59",2,0.6667,"23.7%","14.67 ","6.00 ","01:15 ","4,535 ","10,852 ","7.33 ","26% ","63% ","5.00 ","13.33 ","15.33 ","4.67 ",2,"0.33 ",1.67,"1.00 ","0.67 ","0.33 ","hakkee-2443",1,1
"60",6,1,"5.0%","17.50 ","5.50 ","01:07 ","5,134 ","15,764 ","10.00 ","26% ","63% ","10.00 ","15.50 ","21.50 ","7.00 ",1.75,"1.50 ",1.5,"1.00 ","0.50 ","0.00 ","hakkee-2443",6,0
"61",6,0.5,"22.9%","19.00 ","6.00 ","01:14 ","4,324 ","15,660 ","8.50 ","26% ","62% ","5.50 ","20.50 ","19.00 ","11.00 ",2.24,"1.00 ",1.5,"1.00 ","0.50 ","0.00 ","hakkee-2443",3,3
"62",7,0.5,"13.5%","21.25 ","7.00 ","01:34 ","6,902 ","14,102 ","10.25 ","26% ","62% ","12.25 ","17.50 ","22.00 ","5.50 ",2.07,"0.25 ",1.25,"0.75 ","0.25 ","0.25 ","hakkee-2443",4,3
"63",2,0.3333,"19.4%","18.67 ","5.00 ","00:23 ","8,862 ","10,612 ","7.33 ","31% ","64% ","14.00 ","16.67 ","17.33 ","3.00 ",2.55,"0.33 ",1.33,"1.33 ","0.00 ","0.00 ","TOKAT-21657",1,1
"64",1,1,"13.6%","11.00 ","4.00 ","00:34 ","2,547 ","6,372 ","2.00 ","20% ","57% ","5.00 ","15.00 ","16.00 ","3.00 ",5.5,"1.00 ",1,"0.00 ","1.00 ","0.00 ","CH0R0NG-3941",1,0
"65",7,0.5,"10.3%","13.00 ","4.50 ","01:13 ","6,348 ","13,360 ","10.75 ","20% ","57% ","9.25 ","14.00 ","14.50 ","5.25 ",1.21,"0.25 ",1.75,"1.00 ","0.25 ","0.25 ","CH0R0NG-3941",4,3
"66",6,0,"7.1%","13.50 ","4.00 ","01:46 ","5,642 ","15,570 ","16.00 ","20% ","57% ","6.50 ","14.50 ","19.50 ","6.00 ",0.84,"0.50 ",2.5,"0.50 ","1.00 ","1.00 ","CH0R0NG-3941",0,6
"67",6,0,"2.5%","3.00 ","0.50 ","00:18 ","2,357 ","5,079 ","4.00 ","20% ","57% ","2.50 ","3.50 ","3.00 ","1.00 ",0.75,"0.00 ",0.5,"0.50 ","0.50 ","0.00 ","CH0R0NG-3941",0,6
"68",2,0.3333,"11.2%","10.33 ","3.00 ","02:03 ","6,291 ","14,851 ","9.00 ","20% ","57% ","8.33 ","10.33 ","16.00 ","5.00 ",1.15,"0.67 ",2.67,"0.67 ","0.33 ","1.00 ","CH0R0NG-3941",1,1
"69",6,0.5,"19.2%","12.00 ","6.50 ","01:26 ","4,433 ","14,252 ","7.50 ","20% ","57% ","6.50 ","10.00 ","16.00 ","4.00 ",1.6,"0.50 ",2,"1.00 ","1.00 ","1.00 ","CH0R0NG-3941",3,3
"70",7,1,"26.7%","16.75 ","7.75 ","01:35 ","5,041 ","14,386 ","6.75 ","20% ","62% ","9.25 ","20.00 ","29.75 ","8.75 ",2.48,"1.00 ",1.5,"1.25 ","0.00 ","0.25 ","Phoxine-1170",7,0
"71",14,0.6923,"17.3%","14.08 ","5.23 ","00:51 ","4,174 ","12,963 ","7.08 ","20% ","62% ","6.92 ","15.46 ","19.92 ","6.69 ",1.99,"0.85 ",1.23,"0.92 ","0.15 ","0.15 ","Phoxine-1170",10,4
"72",5,0.3333,"7.7%","13.33 ","4.44 ","01:11 ","4,840 ","13,104 ","8.67 ","20% ","62% ","7.78 ","11.78 ","16.78 ","4.33 ",1.54,"0.67 ",1.78,"1.00 ","0.33 ","0.33 ","Phoxine-1170",2,3
"73",15,0.5333,"10.4%","13.33 ","4.27 ","00:40 ","4,906 ","11,703 ","6.67 ","20% ","62% ","6.20 ","13.53 ","16.13 ","5.87 ",2,"0.73 ",1.4,"1.13 ","0.20 ","0.13 ","Phoxine-1170",8,7
"74",14,0.4167,"7.4%","11.92 ","4.23 ","00:48 ","4,802 ","11,529 ","6.62 ","19% ","61% ","6.23 ","12.54 ","18.23 ","4.92 ",1.8,"0.69 ",1.31,"1.00 ","0.08 ","0.23 ","Phoxine-1170",6,8
"75",1,0,"12.1%","21.00 ","11.00 ","00:13 ","10,036 ","16,487 ","8.00 ","19% ","61% ","14.00 ","20.00 ","31.00 ","5.00 ",2.62,"1.00 ",1,"1.00 ","0.00 ","0.00 ","Phoxine-1170",0,1
"76",1,1,"1.9%","6.00 ","3.00 ","00:36 ","2,359 ","7,568 ","6.00 ","20% ","63% ","4.00 ","10.00 ","12.00 ","6.00 ",1,"0.00 ",2,"1.00 ","1.00 ","0.00 ","RyeRye02-1914",1,0
"77",8,0.3333,"3.9%","8.67 ","4.33 ","00:36 ","3,711 ","9,611 ","7.33 ","20% ","63% ","5.50 ","9.67 ","11.67 ","4.00 ",1.18,"0.17 ",1.33,"0.67 ","0.67 ","0.00 ","RyeRye02-1914",3,5
"78",1,0,"5.0%","15.00 ","9.00 ","00:38 ","3,354 ","10,659 ","6.00 ","20% ","63% ","4.00 ","12.00 ","17.00 ","10.00 ",2.5,"1.00 ",2,"1.00 ","0.00 ","1.00 ","RyeRye02-1914",0,1
"79",3,0.5,"7.7%","15.60 ","7.20 ","01:17 ","5,784 ","16,279 ","12.00 ","20% ","63% ","7.80 ","16.40 ","23.40 ","6.80 ",1.3,"0.80 ",1,"1.20 ","0.00 ","0.00 ","RyeRye02-1914",2,1
"80",1,0,"7.9%","5.00 ","3.00 ","01:28 ","2,304 ","12,947 ","9.00 ","20% ","63% ","3.00 ","9.00 ","6.00 ","7.00 ",0.56,"0.00 ",1,"1.00 ","0.00 ","0.00 ","RyeRye02-1914",0,1
"81",1,1,"10.5%","14.00 ","7.00 ","00:17 ","2,690 ","6,660 ","3.00 ","20% ","63% ","5.00 ","12.00 ","17.00 ","2.00 ",4.67,"0.00 ",2,"1.00 ","1.00 ","0.00 ","RyeRye02-1914",1,0
"82",3,0.8,"11.3%","15.60 ","8.80 ","01:37 ","5,104 ","14,208 ","7.80 ","20% ","63% ","7.00 ","19.00 ","24.00 ","8.80 ",2,"0.40 ",1.2,"0.60 ","0.40 ","0.20 ","RyeRye02-1914",2,1
"83",1,1,"7.1%","23.00 ","8.00 ","02:41 ","7,447 ","18,492 ","7.00 ","20% ","65% ","13.00 ","19.00 ","28.00 ","4.00 ",3.29,"1.00 ",3,"1.00 ","2.00 ","0.00 ","FixMe-31999",1,0
"84",1,0,"16.7%","14.00 ","8.00 ","02:09 ","6,074 ","16,863 ","9.00 ","20% ","65% ","9.00 ","19.00 ","10.00 ","7.00 ",1.56,"1.00 ",2,"1.00 ","1.00 ","0.00 ","FixMe-31999",0,1
"85",2,0,"16.2%","14.67 ","5.00 ","02:23 ","5,067 ","22,255 ","10.00 ","20% ","65% ","9.33 ","17.33 ","19.67 ","7.00 ",1.47,"1.33 ",2,"1.33 ","0.33 ","0.33 ","FixMe-31999",0,2
"86",2,0.6667,"11.4%","9.33 ","3.33 ","00:26 ","2,596 ","7,784 ","6.00 ","20% ","65% ","5.33 ","11.67 ","13.33 ","5.00 ",1.56,"0.33 ",1,"0.67 ","0.33 ","0.00 ","FixMe-31999",1,1
"87",1,0,"12.1%","16.00 ","3.00 ","00:52 ","4,712 ","15,868 ","12.00 ","20% ","65% ","8.00 ","18.00 ","18.00 ","6.00 ",1.33,"1.00 ",3,"1.00 ","1.00 ","1.00 ","FixMe-31999",0,1
"88",8,0.6667,"22.4%","15.00 ","6.50 ","02:27 ","5,282 ","15,078 ","6.83 ","20% ","65% ","9.00 ","18.00 ","19.17 ","5.67 ",2.2,"0.83 ",2.33,"1.33 ","0.50 ","0.50 ","FixMe-31999",5,3
"89",6,0,"2.0%","14.50 ","2.00 ","00:09 ","7,657 ","19,702 ","10.00 ","21% ","61% ","12.00 ","14.50 ","22.00 ","6.50 ",1.45,"0.50 ",1,"1.50 ","0.00 ","0.00 ","Jungshook-2367",0,6
"90",7,0.75,"24.2%","15.50 ","7.25 ","00:50 ","3,992 ","11,408 ","4.50 ","21% ","61% ","6.50 ","16.75 ","23.00 ","5.75 ",3.44,"0.50 ",1.5,"0.75 ","0.25 ","0.50 ","Jungshook-2367",5,2
"91",2,0.6667,"2.9%","12.33 ","2.67 ","00:14 ","4,364 ","9,806 ","3.33 ","21% ","61% ","7.67 ","12.00 ","14.33 ","3.33 ",3.7,"0.33 ",1,"1.33 ","0.00 ","0.00 ","Jungshook-2367",1,1
"92",8,0.8333,"22.7%","17.00 ","7.67 ","00:38 ","4,083 ","10,958 ","3.83 ","21% ","61% ","7.67 ","17.17 ","22.00 ","4.50 ",4.43,"0.83 ",1.5,"0.67 ","0.33 ","0.33 ","Jungshook-2367",7,1
"93",2,1,"6.4%","13.67 ","9.33 ","03:03 ","5,055 ","13,801 ","7.33 ","23% ","63% ","5.67 ","11.33 ","19.67 ","5.00 ",1.86,"0.33 ",1.67,"0.67 ","0.33 ","0.33 ","Ali-12740",2,0
"94",2,0.6667,"21.0%","16.67 ","11.00 ","02:12 ","5,551 ","14,825 ","6.00 ","23% ","63% ","7.00 ","13.33 ","24.67 ","3.00 ",2.78,"1.33 ",3,"1.67 ","0.33 ","1.00 ","Ali-12740",1,1
"95",6,0.5,"14.2%","11.00 ","5.00 ","00:29 ","4,674 ","11,970 ","9.50 ","23% ","62% ","9.50 ","10.00 ","12.50 ","4.00 ",1.16,"0.50 ",1,"1.00 ","0.00 ","0.00 ","Ali-12740",3,3
"96",6,0.5,"30.9%","32.00 ","15.00 ","02:27 ","9,190 ","17,384 ","11.00 ","23% ","62% ","10.00 ","24.00 ","28.00 ","7.00 ",2.91,"0.00 ",1,"1.00 ","0.50 ","0.00 ","Ali-12740",3,3
"97",1,1,"10.7%","11.00 ","7.00 ","01:00 ","3,633 ","5,208 ","7.00 ","23% ","62% ","7.00 ","7.00 ","10.00 ","4.00 ",1.57,"0.00 ",1,"0.00 ","0.00 ","1.00 ","Ali-12740",1,0
"98",1,1,"26.0%","21.00 ","10.00 ","02:36 ","6,658 ","21,306 ","16.00 ","23% ","62% ","7.00 ","22.00 ","26.00 ","9.00 ",1.31,"2.00 ",4,"1.00 ","1.00 ","1.00 ","Ali-12740",1,0
"99",6,1,"12.0%","25.50 ","5.00 ","00:56 ","7,293 ","15,405 ","8.50 ","24% ","66% ","11.50 ","17.50 ","33.00 ","3.00 ",3,"0.50 ",1,"1.50 ","0.00 ","0.00 ","Madero-11358",6,0
"100",14,0.5385,"20.7%","18.08 ","7.46 ","00:54 ","5,565 ","13,732 ","6.92 ","24% ","65% ","7.54 ","15.00 ","20.85 ","5.54 ",2.61,"0.62 ",1.31,"0.92 ","0.08 ","0.23 ","Madero-11358",8,6
"101",3,0.4,"15.3%","13.20 ","5.00 ","00:42 ","5,847 ","16,736 ","10.00 ","23% ","65% ","7.40 ","14.80 ","24.00 ","7.80 ",1.32,"0.60 ",1.4,"1.20 ","0.00 ","0.20 ","Madero-11358",1,2
"102",4,0.5714,"15.6%","14.43 ","6.86 ","00:57 ","4,753 ","10,696 ","7.57 ","23% ","64% ","8.00 ","13.57 ","18.57 ","5.14 ",1.91,"0.29 ",1.57,"1.00 ","0.43 ","0.43 ","Madero-11358",2,2
"103",7,0.5,"16.7%","15.00 ","6.50 ","00:48 ","5,084 ","12,075 ","6.00 ","23% ","65% ","6.00 ","16.25 ","22.75 ","7.75 ",2.5,"0.75 ",1.5,"1.25 ","0.00 ","0.00 ","Madero-11358",4,3
"104",1,0,"5.6%","14.00 ","5.00 ","01:42 ","7,396 ","12,404 ","6.00 ","23% ","66% ","6.00 ","16.00 ","20.00 ","7.00 ",2.33,"0.00 ",2,"0.00 ","1.00 ","1.00 ","Madero-11358",0,1
"105",6,0.5,"12.2%","11.00 ","4.00 ","00:34 ","5,292 ","9,647 ","7.00 ","19% ","61% ","7.50 ","10.00 ","11.50 ","2.00 ",1.57,"0.50 ",1,"0.50 ","0.50 ","0.00 ","Speedead-21699",3,3
"106",6,0,"14.0%","13.50 ","6.00 ","00:32 ","4,372 ","12,082 ","9.00 ","18% ","61% ","7.00 ","12.00 ","20.50 ","5.00 ",1.5,"0.50 ",1,"1.00 ","0.00 ","0.00 ","Speedead-21699",0,6
"107",17,0.5,"14.8%","13.75 ","5.75 ","00:58 ","4,483 ","13,002 ","7.70 ","18% ","61% ","7.65 ","14.25 ","18.65 ","5.80 ",1.79,"0.60 ",1.6,"0.95 ","0.20 ","0.45 ","Speedead-21699",8,9
"108",16,0.5714,"18.3%","11.21 ","3.93 ","00:48 ","3,937 ","13,084 ","6.79 ","19% ","61% ","6.57 ","12.07 ","17.21 ","4.43 ",1.65,"0.64 ",1.21,"0.86 ","0.07 ","0.29 ","Speedead-21699",9,7
